envio_id,fecha_despacho,transportista_id,ciudad_origen,ciudad_destino,peso_kg,costo_envio,estado,dias_transito
715,2025-05-09,309,Córdoba,Montevideo,0.8,5808.55,En tránsito,9
716,2026-05-29,318,Guadalajara,Córdoba,216.9,323.24,Devuelto,5
717,2025-06-04,309,Guadalajara,Medellín,941.1,4537.14,Devuelto,3
718,2025-03-06,314,Ciudad de México,Quito,85.2,517.21,Entregado,8
719,2025-06-17,312,San José,Quito,948.7,5248.95,Devuelto,4
720,2026-02-22,308,Santiago,Medellín,849.8,2103.04,En tránsito,2
721,2026-07-24,330,Lima,Monterrey,485.7,2451.6,Entregado,6
722,2026-05-23,312,Lima,Montevideo,137.8,817.45,Entregado,14
723,2025-07-17,311,San José,Ciudad de México,662.3,1699.71,Devuelto,13
724,2026-05-11,328,Bogotá,Medellín,851.8,5593.64,Entregado,17
725,2026-07-06,305,Montevideo,Lima,544.8,3316.0,Entregado,18
726,2026-02-15,318,Montevideo,Ciudad de México,438.9,3342.83,Entregado,9
727,2026-02-28,303,Medellín,Lima,491.4,5972.04,En tránsito,11
728,2026-01-21,320,Buenos Aires,Guadalajara,899.9,3311.82,En tránsito,13
729,2026-03-27,323,Quito,Córdoba,296.4,3079.8,Retrasado,3
730,2025-09-25,311,Monterrey,Quito,930.0,4837.19,Entregado,4
731,2025-07-04,304,Quito,Buenos Aires,56.1,4149.72,Devuelto,12
732,2025-02-15,308,Montevideo,Guadalajara,334.0,496.67,Entregado,14
733,2025-08-21,322,Montevideo,Ciudad de México,791.0,3263.88,Devuelto,7
734,2026-02-25,314,Monterrey,Santiago,927.1,3913.9,Entregado,17
735,2026-01-17,319,Lima,Monterrey,569.7,2323.58,Entregado,2
736,2026-08-10,301,Quito,San José,286.4,884.45,Retrasado,6
737,2026-01-20,302,Lima,Guadalajara,648.4,1701.91,Devuelto,14
738,2025-12-01,316,Guadalajara,Ciudad de México,749.8,1631.81,Entregado,10
739,2026-05-17,311,Guadalajara,Monterrey,718.6,2092.31,Entregado,15
740,2025-08-15,326,Lima,Monterrey,183.1,3078.02,Entregado,14
741,2025-09-22,305,Santiago,Monterrey,759.1,5265.24,En tránsito,6
742,2025-10-24,325,Guadalajara,Monterrey,52.0,2427.22,Retrasado,12
743,2026-03-12,308,Ciudad de México,Montevideo,152.7,1185.49,En tránsito,5
744,2026-03-15,310,Buenos Aires,Medellín,916.1,2911.92,Devuelto,10
745,2025-03-10,313,Buenos Aires,Monterrey,370.9,693.65,En tránsito,9
746,2026-01-17,323,Bogotá,Montevideo,865.2,5122.58,Retrasado,18
747,2026-02-02,326,Córdoba,San José,943.7,116.23,Entregado,4
748,2026-02-10,316,Quito,Córdoba,457.4,3007.64,En tránsito,7
749,2026-08-15,328,Bogotá,Buenos Aires,566.0,5655.27,Devuelto,1
750,2025-05-19,330,Lima,Medellín,944.5,2498.61,Retrasado,6
751,2025-05-31,321,Guadalajara,Bogotá,694.1,5523.57,Entregado,7
752,2026-05-06,317,Lima,Santiago,325.4,2626.1,Devuelto,18
753,2025-12-25,302,Medellín,Córdoba,925.0,3842.5,Retrasado,9
754,2025-05-11,317,Buenos Aires,Lima,117.7,3380.35,En tránsito,17
755,2025-10-02,311,Lima,Monterrey,45.3,4080.86,Devuelto,9
756,2025-10-20,310,San José,Monterrey,619.8,2084.15,En tránsito,7
757,2025-05-24,328,Bogotá,Montevideo,897.3,992.65,Devuelto,10
758,2026-05-19,325,Córdoba,Quito,648.2,3755.08,Entregado,15
759,2025-09-06,315,Guadalajara,Santiago,631.4,3898.78,En tránsito,16
760,2026-07-23,306,Ciudad de México,Santiago,512.2,4135.69,Entregado,16
761,2026-07-10,312,Montevideo,Ciudad de México,58.2,5093.03,Devuelto,8
762,2025-12-03,327,Ciudad de México,Lima,679.2,1230.62,Devuelto,8
763,2026-05-31,311,Montevideo,Córdoba,788.3,1659.25,En tránsito,11
764,2025-01-13,328,Santiago,Lima,34.5,5531.33,Entregado,17
765,2026-03-28,303,Montevideo,Guadalajara,450.7,1776.71,Entregado,14
766,2025-09-18,312,Buenos Aires,Lima,242.0,4046.55,Retrasado,9
767,2026-06-29,309,Guadalajara,Ciudad de México,200.1,3247.67,Retrasado,3
768,2025-08-11,316,Quito,Montevideo,428.1,4722.93,Entregado,1
769,2025-11-25,321,San José,Montevideo,229.3,3606.88,En tránsito,18
770,2025-09-19,315,Córdoba,Montevideo,830.5,4433.22,Devuelto,17
771,2025-03-04,317,Buenos Aires,Quito,291.1,5912.88,Devuelto,5
772,2025-10-08,327,Medellín,Bogotá,797.8,4111.66,Retrasado,13
773,2026-07-08,308,Ciudad de México,Bogotá,710.4,2337.52,Retrasado,6
774,2026-07-25,309,Buenos Aires,Santiago,616.4,3586.97,En tránsito,17
775,2025-04-16,308,Santiago,Quito,143.8,747.36,Devuelto,1
776,2025-08-04,313,Buenos Aires,Quito,934.2,3141.12,Entregado,18
777,2025-05-30,330,Santiago,Buenos Aires,115.5,4911.99,Entregado,6
778,2025-01-17,308,Buenos Aires,Ciudad de México,60.3,3170.37,Devuelto,14
779,2025-01-31,313,Bogotá,Ciudad de México,482.8,3817.76,Devuelto,13
780,2025-03-27,304,Ciudad de México,Córdoba,777.0,1200.96,Devuelto,3
781,2026-07-21,310,Ciudad de México,Santiago,275.3,1970.4,En tránsito,3
782,2026-05-10,319,Córdoba,Ciudad de México,262.9,4715.59,En tránsito,7
783,2025-11-20,311,Lima,Guadalajara,790.5,4757.42,Entregado,1
784,2026-04-14,307,Montevideo,Ciudad de México,793.6,2473.32,En tránsito,1
785,2026-01-24,312,Lima,Monterrey,415.9,521.23,Entregado,2
786,2026-02-04,314,Guadalajara,San José,401.3,624.8,Entregado,13
787,2025-03-30,330,Monterrey,Lima,673.7,4248.15,En tránsito,10
788,2025-11-28,301,Medellín,Córdoba,96.0,3715.58,Retrasado,16
789,2025-01-16,302,Córdoba,Quito,349.2,3405.25,En tránsito,14
790,2025-10-29,314,Córdoba,Santiago,526.5,2317.29,Devuelto,6
791,2025-01-16,313,Quito,Medellín,501.8,3276.42,Entregado,16
792,2026-05-12,317,San José,Montevideo,742.6,510.08,Entregado,12
793,2025-07-04,326,Quito,Guadalajara,345.2,5075.85,Devuelto,13
794,2025-08-31,301,Montevideo,Quito,120.6,5664.15,En tránsito,14
795,2026-04-11,329,Montevideo,Monterrey,806.9,3815.87,En tránsito,13
796,2026-07-21,301,Lima,Bogotá,812.1,4585.43,Retrasado,5
797,2025-12-10,303,Medellín,Monterrey,485.2,5831.37,Entregado,15
798,2025-04-03,316,Medellín,Lima,637.6,896.78,Retrasado,13
799,2025-04-09,320,Buenos Aires,Bogotá,514.9,4799.63,En tránsito,9
800,2026-02-17,303,Quito,Montevideo,893.0,2659.6,En tránsito,6
